id	inchikey	target_id	moa	bioactivity_type	relation	value	unit	assay_type	assay_description	cell_line	concentration	concentration_unit	source_id	source_xref
158	CXJCGSPAPOTTSF-VURMDHGXSA-N	566	inhibitor					cell	KH-CB19 dose-dependently inhibited CLK1 protein substrate phosphorylation (SRp75, SRp55, and SRp20) in HMEC-1 cells. Dose response of KH-CB19 was tested using SRp75 and SRp55, and phosphorylation levels of these two proteins in TNF-α−stimulated cells were significantly reduced at increasing concentration of the inhibitor.				47	kh-cb19
159	CXJCGSPAPOTTSF-VURMDHGXSA-N	400	inhibitor			55	nM	biochemical	enzymatic activity assay				47	kh-cb19
160	CXJCGSPAPOTTSF-VURMDHGXSA-N	400	inhibitor					cell	KH-CB19 dose-dependently inhibited CLK1 protein substrate phosphorylation (SRp75, SRp55, and SRp20) in HMEC-1 cells. Dose response of KH-CB19 was tested using SRp75 and SRp55, and phosphorylation levels of these two proteins in TNF-α−stimulated cells were significantly reduced at increasing concentration of the inhibitor.				47	kh-cb19
161	TXEBNKKOLVBTFK-UHFFFAOYSA-N	176	covalent inhibitor					cell	In the FGFR4-dependent cell line MDA-MB-453, BLU9931 potently and dose-dependently inhibited phosphorylation of FGFR4 substrates (FRS2, MAPK, AKT).				48	blu9931
162	CQCWHSDMJBAGDC-UHFFFAOYSA-N	501	inhibitor			0.94	nM	biochemical	Time-Resolved Fluorescence Resonance Energy Transfer Assays				49	gne-781
163	CQCWHSDMJBAGDC-UHFFFAOYSA-N	501	inhibitor	IC50		6.2	nM	cell	CBP BRET assay				49	gne-781
164	CQCWHSDMJBAGDC-UHFFFAOYSA-N	501	inhibitor	EC50		6.6	nM	cell	MYC Expression inhibition				49	gne-781
165	CQCWHSDMJBAGDC-UHFFFAOYSA-N	376	inhibitor			1.2	nM	biochemical	Time-Resolved Fluorescence Resonance Energy Transfer Assays				49	gne-781
166	DSUZLJDXUJUTGI-LLVKDONJSA-N	222	inhibitor			16	nM	biochemical	Enzymatic Assay | 16 ± 11 nM				50	lsn-3213128
167	DSUZLJDXUJUTGI-LLVKDONJSA-N	222	inhibitor	IC50		19	nM	cell	ZMP accumulation in Vitro Assay | 19 ± 8 nM				50	lsn-3213128
168	VWEDZTZAXHMZIL-UHFFFAOYSA-N	199	agonist			0.81	nM	binding	Radioligand competition binding assay performed using: [3H]LSD (data shown), [3H]Cimbi-36, ([3H]ketanserin), ([3H]mesulergine)				51	25cn-nboh
169	VWEDZTZAXHMZIL-UHFFFAOYSA-N	199	agonist	EC50		2.4	nM	cell	IP-One homogeneous time-resolved fluorescence assay				51	25cn-nboh
170	VWEDZTZAXHMZIL-UHFFFAOYSA-N	200	agonist			42	nM	binding	Radioligand competition binding assay performed using: [3H]LSD (data shown), [3H]Cimbi-36, ([3H]ketanserin), ([3H]mesulergine)				51	25cn-nboh
171	VWEDZTZAXHMZIL-UHFFFAOYSA-N	200	agonist	EC50		350	nM	cell	IP-One homogeneous time-resolved fluorescence assay				51	25cn-nboh
172	VWEDZTZAXHMZIL-UHFFFAOYSA-N	258	agonist			30	nM	binding	Radioligand competition binding assay performed using: [3H]LSD (data shown), [3H]Cimbi-36, ([3H]ketanserin), ([3H]mesulergine)				51	25cn-nboh
173	PKCDDUHJAFVJJB-VLZXCDOPSA-N	121	inhibitor			35	nM	biochemical	In-house ELISA assays				52	linsitinib
174	PKCDDUHJAFVJJB-VLZXCDOPSA-N	121	inhibitor	IC50		24	nM	cell	In LISN cells, inhibition of IGF-1-dependent IGF1R autophosphorylation - quantified via ELISA.				52	linsitinib
175	PKCDDUHJAFVJJB-VLZXCDOPSA-N	107	inhibitor			75	nM	biochemical	R&D systems commercial assays				52	linsitinib
176	PKCDDUHJAFVJJB-VLZXCDOPSA-N	107	inhibitor	IC50		39	nM	cell	in Hepa1 cells, inhibition of INSR autophosphorylation - quantified via ELISA.				52	linsitinib
177	PKCDDUHJAFVJJB-VLZXCDOPSA-N	149	inhibitor			75	nM	biochemical	R&D systems commercial assays				52	linsitinib
178	JGQPZPLJOBHHBK-UFXYQILXSA-N	55	degrader (protac)			14	nM	biochemical	BRD4 (BD1) AlphaScreen assay				53	dbet6
179	JGQPZPLJOBHHBK-UFXYQILXSA-N	55	degrader (protac)	DC50	>=	10	nM	cell	Degradation of BRD4 BD1/2 assessed by EGFP/mCherry reporter assay, Dual Luciferase Assay, CETSA; Western blot (BRD2, BRD3, BRD4) | 10-50 nM				53	dbet6
180	XSMABFRQESMONQ-SFHVURJKSA-N	558	inhibitor			35	nM	biochemical	enzymatic screening assay (AlphaScreen and LANCE) | 35 ± 8 nM				54	qc6352
181	XSMABFRQESMONQ-SFHVURJKSA-N	558	inhibitor	EC50		3.5	nM	cell	Western blot of histone mark; UHPLC–MSMS analysis; cell proliferation methods | 3.5 ± 1 nM				54	qc6352
182	XSMABFRQESMONQ-SFHVURJKSA-N	558	inhibitor	EC50		1.3	nM	cell	Western blot of histone mark; UHPLC–MSMS analysis; cell proliferation methods | 1.3 ± 0.3  nM				54	qc6352
183	NGEBYTLALFOQKI-HDJSIYSDSA-N	69	inhibitor			0.6	nM	biochemical	Enzymatic activity for human homolog				55	azd3988
184	NGEBYTLALFOQKI-HDJSIYSDSA-N	69	inhibitor			0.5	nM	biochemical	Enzymatic activity for rat homolog				55	azd3988
185	NGEBYTLALFOQKI-HDJSIYSDSA-N	69	inhibitor			1.1	nM	biochemical	Enzymatic activity for mouse homolog				55	azd3988
186	NGEBYTLALFOQKI-HDJSIYSDSA-N	69	inhibitor	IC50		0.5	nM	cell	Inhibition of triacylglycerol (TAG) synthesis				55	azd3988
187	RENRQMCACQEWFC-UGKGYDQZSA-N	94	inhibitor			7.9	nM	binding	SPR				56	lnp-023
188	RENRQMCACQEWFC-UGKGYDQZSA-N	94	inhibitor			12	nM	biochemical	Half-maximal inhibition of human FB in TR-FRET based competition binding assay (FB-comp)				56	lnp-023
189	RENRQMCACQEWFC-UGKGYDQZSA-N	94	inhibitor	IC50		130	nM	cell	inhibition of AP-induced MAC formation in 50% human and mouse serum				56	lnp-023
190	RENRQMCACQEWFC-UGKGYDQZSA-N	94	inhibitor	IC50		110	nM	cell	inhibition of AP-induced MAC formation in 50% serum				56	lnp-023
191	RENRQMCACQEWFC-UGKGYDQZSA-N	94	inhibitor	IC50		150	nM	cell	inhibition of AP-induced MAC formation in 50% whole blood				56	lnp-023
192	JKCSCHXVWPSGBG-OPKPGBGESA-N	251	degrader (protac)			11	nM	binding	Fluorescence polarization binding assay				57	sd-36
193	JKCSCHXVWPSGBG-OPKPGBGESA-N	251	degrader (protac)			44	nM	biochemical	biolayer interferometry sensorgrams				57	sd-36
194	JKCSCHXVWPSGBG-OPKPGBGESA-N	251	degrader (protac)	IC50		10	nM	cell	Luciferase reporter assay				57	sd-36
195	JKCSCHXVWPSGBG-OPKPGBGESA-N	251	degrader (protac)	DC50		60	nM	cell	Western blot observing reduced levels of STAT3 and pSTAT3Y705 after 16 h				57	sd-36
196	JKCSCHXVWPSGBG-OPKPGBGESA-N	251	degrader (protac)	DC50		28	nM	cell	Western blot observing reduced levels of STAT3 and pSTAT3Y705 after 16 h				57	sd-36
197	MPMKMQHJHDHPBE-RUZDIDTESA-N	36	antagonist	IC50		9	nM	cell	CaFlux assay				58	glpg0974
198	MPMKMQHJHDHPBE-RUZDIDTESA-N	36	antagonist	IC50	>=	27	nM	cell	Neutrophil Migration Assay (NMA) in buffer (27 nM) and plasma (43 nM) | 27-43 nM				58	glpg0974
199	MPMKMQHJHDHPBE-RUZDIDTESA-N	36	antagonist	IC50		483	nM	cell	Whole Blood CD11b activation-specific epitope (AE) Assay				58	glpg0974
200	HNLHOKSDTBAERS-CWIPYCOQSA-N	348	antagonist			0.1	nM	biochemical	HTRF-based neutralization assay with and without Human Serum (HS) | 0.1 nM 0% HS				59	am-6761
201	HNLHOKSDTBAERS-CWIPYCOQSA-N	348	antagonist			0.8	nM	biochemical	HTRF-based neutralization assay with and without Human Serum (HS) | 0.8 nM 15% HS				59	am-6761
202	HNLHOKSDTBAERS-CWIPYCOQSA-N	348	antagonist	IC50		16	nM	cell	cell proliferation assays (EdU using SJSA-1 tumor cells)				59	am-6761
203	MXUSGDMIHGLCNC-HNNXBMFYSA-N	536	antagonist		<	5	nM	binding	Scintillation Proximity Assay (SPA)				60	pt2399
204	MXUSGDMIHGLCNC-HNNXBMFYSA-N	536	antagonist			42	nM	binding	Isothermal Calorimetry (ITC)				60	pt2399
205	MXUSGDMIHGLCNC-HNNXBMFYSA-N	536	antagonist	EC50		6	nM	cell	Luciferase Assay				60	pt2399
206	MXUSGDMIHGLCNC-HNNXBMFYSA-N	536	antagonist	EC50		14	nM	cell	VEGF ELISA Assay				60	pt2399
207	LXRZVMYMQHNYJB-UNXOBOICSA-N	593	inhibitor			1	nM	biochemical	The E1-E2 HTRF transthiolation (HTRF)				61	tak-981
208	LXRZVMYMQHNYJB-UNXOBOICSA-N	593	inhibitor	IC50		15	nM	cell	SUMO2/3 immunofluorescent Assay assessing the ratio of SUMO2/3 in the nuclear versus cytoplasm (treatment is followed by immediate washout and readings at 0 and 8 h) | 15 nM				61	tak-981
209	LXRZVMYMQHNYJB-UNXOBOICSA-N	593	inhibitor	IC50	>=	32	nM	cell	SUMO2/3 immunofluorescent Assay assessing the ratio of SUMO2/3 in the nuclear versus cytoplasm (treatment is followed by immediate washout and readings at 0 and 8 h) | (32 - 46 nM				61	tak-981
210	LXRZVMYMQHNYJB-UNXOBOICSA-N	597	inhibitor			1	nM	biochemical	The E1-E2 HTRF transthiolation (HTRF)				61	tak-981
211	LXRZVMYMQHNYJB-UNXOBOICSA-N	597	inhibitor	IC50		15	nM	cell	SUMO2/3 immunofluorescent Assay assessing the ration of SUMO2/3 in the nuclear versus cytoplasm (treatment is followed by immediate washout and readings at 0 and 8 h) | 15 nM				61	tak-981
212	LXRZVMYMQHNYJB-UNXOBOICSA-N	597	inhibitor	IC50	>=	32	nM	cell	SUMO2/3 immunofluorescent Assay assessing the ration of SUMO2/3 in the nuclear versus cytoplasm (treatment is followed by immediate washout and readings at 0 and 8 h) | (32 - 46 nM				61	tak-981
213	TXZPMHLMPKIUGK-UHFFFAOYSA-N	192	antagonist			107.9	nM	binding	ITC assays | BD1 107.9				62	pfi-1
214	TXZPMHLMPKIUGK-UHFFFAOYSA-N	192	antagonist			143.9	nM	binding	ITC assays | BD2 143.9 nM				62	pfi-1
215	TXZPMHLMPKIUGK-UHFFFAOYSA-N	192	antagonist			98	nM	biochemical	alpha screen assay				62	pfi-1
216	TXZPMHLMPKIUGK-UHFFFAOYSA-N	192	antagonist					cell	In U2OS cells, PFI-1 was active in a FRAP assay at 1-5 uM.				62	pfi-1
217	TXZPMHLMPKIUGK-UHFFFAOYSA-N	55	antagonist			47.4	nM	binding	ITC assays | BD1 47.4 nM				62	pfi-1
218	TXZPMHLMPKIUGK-UHFFFAOYSA-N	55	antagonist			194.6	nM	binding	ITC assays | BD2 194.6 nM				62	pfi-1
219	TXZPMHLMPKIUGK-UHFFFAOYSA-N	55	antagonist			220	nM	biochemical	alpha screen assays				62	pfi-1
220	TXZPMHLMPKIUGK-UHFFFAOYSA-N	55	antagonist					cell	In U2OS cells, PFI-1 was active in a FRAP assay at 1-5 uM.				62	pfi-1
221	TXZPMHLMPKIUGK-UHFFFAOYSA-N	416	antagonist			80	nM	binding	ITC assays | BD1 80 nM				62	pfi-1
222	TXZPMHLMPKIUGK-UHFFFAOYSA-N	416	antagonist			76.3	nM	binding	ITC assays | BD2 76.3 nM				62	pfi-1
223	TXZPMHLMPKIUGK-UHFFFAOYSA-N	416	antagonist					cell	In U2OS cells, PFI-1 was active in a FRAP assay at 1-5 uM.				62	pfi-1
224	TXZPMHLMPKIUGK-UHFFFAOYSA-N	441	antagonist			85.5	nM	binding	ITC assays | BD1 85.5				62	pfi-1
225	TXZPMHLMPKIUGK-UHFFFAOYSA-N	441	antagonist			220	nM	binding	ITC assays | BD2 220 nM				62	pfi-1
226	TXZPMHLMPKIUGK-UHFFFAOYSA-N	441	antagonist					cell	In U2OS cells, PFI-1 was active in a FRAP assay at 1-5 uM.				62	pfi-1
227	RUPXKSLKGSSZCP-UHFFFAOYSA-N	19	agonist	EC50		19	nM	cell	Calcium efflux assay, dynamic mass redistribution (DMR) assay				63	tug-469
228	ONBSHRSJOPSEGS-INIZCTEOSA-N	536	antagonist		<	50	nM	binding	ITC Binding Affinity				64	pt2385
229	ONBSHRSJOPSEGS-INIZCTEOSA-N	536	antagonist			12	nM	binding	Scintillation proximity assay with PAS-B* domain | 12 ± 5 nM				64	pt2385
230	ONBSHRSJOPSEGS-INIZCTEOSA-N	536	antagonist			167	nM	binding	Measured by MST				64	pt2385
231	ONBSHRSJOPSEGS-INIZCTEOSA-N	536	antagonist	IC50		27	nM	cell	Luciferase assay, Expression of HIF-2 target genes in 786-O cells (constitutively active HIF-2α and nonfunctional HIF-1α) after treatment with PT2385 at various concentrations; Co-IP of ARNT | 27 ± 6 nM				64	pt2385
232	ONBSHRSJOPSEGS-INIZCTEOSA-N	536	antagonist	IC50	>=	42	nM	cell	VEGFa ELISA | 42-44 nM				64	pt2385
233	TVTXCJFHQKSQQM-LJQIRTBHSA-N	348	antagonist			6	nM	biochemical	Homogenous time-resolved fluorescence binding assay.				65	rg7388
234	TVTXCJFHQKSQQM-LJQIRTBHSA-N	348	antagonist			9.79	nM	biochemical	Biacore binding assay				65	rg7388
235	TVTXCJFHQKSQQM-LJQIRTBHSA-N	348	antagonist	IC50		30	nM	cell	Average from three p53-positive cancer cell lines (SJSA1, RKO, and HCT116) in MTT assay. RG7388 was 344-fold more potent in this assay against p53-positive cells compared with p53-negative cells.				65	rg7388
236	GBJVVSCPOBPEIT-UHFFFAOYSA-N	511	inhibitor		<	1	nM	biochemical	AZD1152 (Compound 5), the prodrug for Compound 34 (AZD1152-HQPA), inhibits AURKB in vitro with an IC50 < 0.001 uM.				66	azd1152
237	GBJVVSCPOBPEIT-UHFFFAOYSA-N	511	inhibitor	IC50	<	1	nM	cell	In-cell (SW620 cells) protein substrate phosphorylation (phospho Histone 3)				66	azd1152
238	GBAKVEWPYUIGHN-UHFFFAOYSA-N	148	are activator			68.6	nM	biochemical	SPA binding assay with human protein				67	btzo-1
239	GBAKVEWPYUIGHN-UHFFFAOYSA-N	148	are activator			147	nM	biochemical	SPA binding assay with rat protein				67	btzo-1
240	GBAKVEWPYUIGHN-UHFFFAOYSA-N	148	are activator	MEC1.5		16	nM	cell	"ARE-Luc Reporter Assay (Activation of ARE (antioxidant response element)-mediated cytoprotective gene expression): 
MEC1.5: Necessary concentration to give a 50% increase in the viability of rat cardiocytes"				67	btzo-1
241	GBAKVEWPYUIGHN-UHFFFAOYSA-N	148	are activator			820	nM	cell	"ARE-Luc Reporter Assay (Activation of ARE (antioxidant response element)-mediated cytoprotective gene expression): 
MEC2.0: Necessary concentration to double luciferase activity in pGL3-ARE-Luc reporter plasmid-transfected H9c2 cells"				67	btzo-1
242	NBOJHRYUGLRASX-UHFFFAOYSA-N	9	covalent inhibitor			3.3	nM	biochemical	enzyme-coupled assay with oleamide as a substrate				68	pf-3845
243	NBOJHRYUGLRASX-UHFFFAOYSA-N	9	covalent inhibitor			230	nM	biochemical	enzyme-coupled assay with oleamide as a substrate				68	pf-3845
244	NBOJHRYUGLRASX-UHFFFAOYSA-N	9	covalent inhibitor	IC50		18	nM	cell	TLC of radio-labelled fatty acid conversions				68	pf-3845
245	DJOVLOYCGXNVPI-UHFFFAOYSA-N	336	antagonist			93	nM	binding	"ITC
OICR-9429 disrupts WDR5 interaction with a peptide from WDR5-interacting protein Kdisp = 64 nM."				69	oicr-9429
246	DJOVLOYCGXNVPI-UHFFFAOYSA-N	336	antagonist	IC50		223	nM	cell	OICR-9429 disrupted WDR5-MLL interaction as well as C/EBPalpha p30-WDR5 interaction in cells.				69	oicr-9429
247	WGJCHHJGGFCCRS-DEYDLUNASA-N	250	degrader (protac)			10	nM	binding	ITC				70	cm11
248	WGJCHHJGGFCCRS-DEYDLUNASA-N	250	degrader (protac)	DC50	>=	10	nM	cell	Western blot | 10-100 nM				70	cm11
249	QXCXMVYVUHVFLP-UHFFFAOYSA-N	607	inhibitor			29	nM	biochemical	MG assay				71	th5427
250	QXCXMVYVUHVFLP-UHFFFAOYSA-N	607	inhibitor	EC50		2100	nM	cell	ITDRF CETSA				71	th5427
251	KNOUWGGQMADIBV-KRWDZBQOSA-N	397	inhibitor			0.8	nM	biochemical	ADP-Glo activity assay				72	gsk481
252	KNOUWGGQMADIBV-KRWDZBQOSA-N	397	inhibitor	IC50		10	nM	cell	Human monocytic leukemia U937 cells in a necroptosis assay which measures the ability to block the necrotic cell death induced by treatment with TNF and the caspase inhibitor zVAD.fmk.				72	gsk481
253	LUHCYAOYQIFNRN-UHFFFAOYSA-N	344	degrader (protac)			8.7	nM	biochemical	In vitro kinase inhibition assay CDK6/CyclinD1				73	bsj-03-123
254	LUHCYAOYQIFNRN-UHFFFAOYSA-N	344	degrader (protac)			41.6	nM	biochemical	In vitro kinase inhibition assay CDK4/CyclinD1				73	bsj-03-123
255	LUHCYAOYQIFNRN-UHFFFAOYSA-N	344	degrader (protac)					cell	Cellular Thermal Shift Assay				73	bsj-03-123
256	IDKAKZRYYDCJDU-HBMMIIHUSA-N	348	antagonist			0.88	nM	binding	Fluorescence polarization binding assay with MDM2 protein and p53 peptide.				74	mi-77301
257	IDKAKZRYYDCJDU-HBMMIIHUSA-N	348	antagonist	IC50		0.092	uM	cell	In SJSA-1 cells, MI-77301 inhibited cell growth. Comparable results were found in multiple cell lines that express p53.				74	mi-77301
258	SGIWFELWJPNFDH-UHFFFAOYSA-N	327	agonist			20	nM	binding	Scintillation proximity assay				75	t0901317
259	SGIWFELWJPNFDH-UHFFFAOYSA-N	327	agonist			10	nM	biochemical	FRET-based co-activator (SRC-1) recruitment assay measuring agonist activity				75	t0901317
260	SGIWFELWJPNFDH-UHFFFAOYSA-N	327	agonist	EC50		85	nM	cell	Cell-based reporter gene assay				75	t0901317
261	SGIWFELWJPNFDH-UHFFFAOYSA-N	384	agonist			8	nM	binding	Scintillation proximity assay				75	t0901317
262	SGIWFELWJPNFDH-UHFFFAOYSA-N	384	agonist	EC50		75	nM	cell	Cell-based reporter gene assay				75	t0901317
263	QADPYRIHXKWUSV-UHFFFAOYSA-N	141	inhibitor			0.9	nM	biochemical	Kinase assay				76	bgj-398
264	QADPYRIHXKWUSV-UHFFFAOYSA-N	141	inhibitor	IC50		5	nM	cell	ELISA-based detection of protein substrate phosphorylation in BaF3 cells				76	bgj-398
265	QADPYRIHXKWUSV-UHFFFAOYSA-N	171	inhibitor			1.4	nM	biochemical	Kinase assay				76	bgj-398
266	QADPYRIHXKWUSV-UHFFFAOYSA-N	171	inhibitor	IC50		5	nM	cell	ELISA-based detection of protein substrate phosphorylation in BaF3 cells				76	bgj-398
267	QADPYRIHXKWUSV-UHFFFAOYSA-N	177	inhibitor			1	nM	biochemical	Kinase assay				76	bgj-398
268	QADPYRIHXKWUSV-UHFFFAOYSA-N	177	inhibitor	IC50		5	nM	cell	ELISA-based detection of protein substrate phosphorylation in BaF3 cells				76	bgj-398
269	QADPYRIHXKWUSV-UHFFFAOYSA-N	176	inhibitor			60	nM	biochemical	Kinase assay				76	bgj-398
270	QADPYRIHXKWUSV-UHFFFAOYSA-N	176	inhibitor	IC50		5	nM	cell	ELISA-based detection of protein substrate phosphorylation in BaF3 cells				76	bgj-398
271	YYDUWLSETXNJJT-MTJSOVHGSA-N	106	inhibitor			8	nM	biochemical	HTRF Assay				77	gnf-5837
272	YYDUWLSETXNJJT-MTJSOVHGSA-N	106	inhibitor	IC50		11	nM	cell	cellular Ba/F3 assays, anti-proliferation assay				77	gnf-5837
273	YYDUWLSETXNJJT-MTJSOVHGSA-N	434	inhibitor			12	nM	biochemical	HTRF Assay				77	gnf-5837
274	YYDUWLSETXNJJT-MTJSOVHGSA-N	434	inhibitor	IC50		9	nM	cell	cellular Ba/F3 assays, anti-proliferation assay				77	gnf-5837
275	YYDUWLSETXNJJT-MTJSOVHGSA-N	431	inhibitor					biochemical	HTRF Assay				77	gnf-5837
276	YYDUWLSETXNJJT-MTJSOVHGSA-N	431	inhibitor	IC50		7	nM	cell	cellular Ba/F3 assays, anti-proliferation assay				77	gnf-5837
277	BLNNXJOEJRKHAM-UHFFFAOYSA-N	289	agonist			63	nM	binding	Radioligand binding				78	ucsf4226
278	BLNNXJOEJRKHAM-UHFFFAOYSA-N	289	agonist	EC50		7.1	nM	cell	Glo cAMP assay				78	ucsf4226
279	ZMNWFTYYYCSSTF-SOAUALDESA-N	108	inhibitor			147	nM	biochemical	Enzymatic inhibition assay		1	mM	79	770041
280	ZMNWFTYYYCSSTF-SOAUALDESA-N	108	inhibitor	EC50		80	nM	cell	Inhibition of Concanavalin A-induced cytokine production in Whole Blood				79	770041
281	LXFOLMYKSYSZQS-XKHGBIBOSA-N	496	inhibitor			0.08	nM	biochemical	SAM competition assay				80	epz-5676
282	LXFOLMYKSYSZQS-XKHGBIBOSA-N	496	inhibitor	IC50		3	nM	cell	ELISA to detect protein substrate methylation				80	epz-5676
283	XQFINGFCBFHOPE-WXUXXXNLSA-N	430	inhibitor			6	nM	biochemical	ELISA-based protein substrate methylation assay.				81	epz011989
284	XQFINGFCBFHOPE-WXUXXXNLSA-N	430	inhibitor		<	3	nM	biochemical	Biochemical Assay				81	epz011989
285	XQFINGFCBFHOPE-WXUXXXNLSA-N	430	inhibitor	IC50	<	100	nM	cell	Protein substrate methylation in WSU-DLCL2 cells				81	epz011989
286	XQFINGFCBFHOPE-WXUXXXNLSA-N	503	inhibitor			103	nM	biochemical	ELISA-based protein substrate methylation assay.				81	epz011989
287	XQFINGFCBFHOPE-WXUXXXNLSA-N	503	inhibitor			45	nM	biochemical	Biochemical Assay				81	epz011989
288	XQFINGFCBFHOPE-WXUXXXNLSA-N	503	inhibitor	IC50	<	100	nM	cell	Protein substrate methylation in WSU-DLCL2 cells				81	epz011989
289	CGWBJJZOKGZCSJ-UHFFFAOYSA-N	376	antagonist			363	nM	biochemical	FRET				82	pf-cbp1
290	CGWBJJZOKGZCSJ-UHFFFAOYSA-N	501	antagonist			190	nM	biochemical	Isothermal titration calorimetry				82	pf-cbp1
291	CGWBJJZOKGZCSJ-UHFFFAOYSA-N	501	antagonist			130	nM	biochemical	FRET				82	pf-cbp1
292	CGWBJJZOKGZCSJ-UHFFFAOYSA-N	501	antagonist	residual activity		49	%	cell	We performed single-cell transcriptional profiling on the Fluidigm microfluidic platform (macrophages) and Affymetrix microarrays (neurons) at a single dose (1 uM). Transcriptional changes in macrophages phenocopy CBP knockdown with siRNA but not BRD4 knockdown. PF-CBP1 modulates the expression of genes that are known targets for CBP in neurons.				82	pf-cbp1
293	AIOCFZJGGGEWDK-UHFFFAOYSA-N	562	degrader (protac)			104	nM	biochemical	AlphaScreen				83	dbrd9
294	AIOCFZJGGGEWDK-UHFFFAOYSA-N	562	degrader (protac)	EC50		5	nM	cell	Immunoblotting, ATPlite Viability Assay, HiBiT				83	dbrd9
295	AIOCFZJGGGEWDK-UHFFFAOYSA-N	562	degrader (protac)	EC50		90	nM	cell	Immunoblotting				83	dbrd9
296	RUBYHLPRZRMTJO-MOVYNIQHSA-N	586	covalent inhibitor			158	nM	biochemical	Kinase Assay				84	thz531
297	RUBYHLPRZRMTJO-MOVYNIQHSA-N	586	covalent inhibitor	IC50		50	nM	cell	FACS cell cycle analysis; Pulldown Western blot				84	thz531
298	RUBYHLPRZRMTJO-MOVYNIQHSA-N	404	covalent inhibitor			69	nM	biochemical	Kinase Assay				84	thz531
299	RUBYHLPRZRMTJO-MOVYNIQHSA-N	404	covalent inhibitor	IC50		50	nM	cell	FACS cell cycle analysis; Pulldown Western blot				84	thz531
300	RDALZZCKQFLGJP-UHFFFAOYSA-N	328	inhibitor			11	nM	biochemical	ATPase assay				85	cb-5083
301	RDALZZCKQFLGJP-UHFFFAOYSA-N	328	inhibitor	IC50	>=	115	nM	cell	Cell Proliferation assay  (>300 tumor cell lines tested) | 115–2000 nM				85	cb-5083
302	RDALZZCKQFLGJP-UHFFFAOYSA-N	328	inhibitor	EC50	>=	150	nM	cell	IF assay on poly Ub accumulation (12 tumor cell lines tested) | 150–800 nM				85	cb-5083
303	JBHLOPKIPKTRSU-UHFFFAOYSA-N	625	inhibitor			0.99	nM	biochemical	Phosphodiesterase (PDE) activity was determined using an IMAP® FP kit				86	thpp-1
304	JBHLOPKIPKTRSU-UHFFFAOYSA-N	625	inhibitor	IC50		49	nM	cell	cAMP Gs dynamic kit				86	thpp-1
305	LQSHXYHWYGKAMX-FQEVSTJZSA-N	529	inhibitor			0.23	nM	biochemical	NIK Ki biochemical assay | 0.23 ± 0.17 nM				87	nik-smi1
306	LQSHXYHWYGKAMX-FQEVSTJZSA-N	529	inhibitor	IC50		34	nM	cell	NF-κB reporter assay; nuclear translocation inhibition of RelB | 34 ± 6 nM				87	nik-smi1
307	AQTPWCUIYUOEMG-INIZCTEOSA-N	290	inhibitor			7.7	nM	biochemical	Endpoint assay for thiols using a fluorescent maleimide | 7.7 ± 4.1 nM				88	gsk2194069
308	AQTPWCUIYUOEMG-INIZCTEOSA-N	290	inhibitor			5	nM	biochemical	Stopped-flow experiments				88	gsk2194069
309	AQTPWCUIYUOEMG-INIZCTEOSA-N	290	inhibitor	EC50		15.5	nM	cell	Decreased phosphatidylcholine levels in A549 cells; Measurement of cellular de novo fatty acid synthesis in gastric and non-small-cell lung. | 15.5 ± 9 nM				88	gsk2194069
310	JFGOILLZIAIYGA-UHFFFAOYSA-N	595	inhibitor			12	nM	biochemical	HDAC inhibition assay				89	ss-208
311	JFGOILLZIAIYGA-UHFFFAOYSA-N	595	inhibitor	IC50		500	nM	cell	NanoBRET-target engagement assay				89	ss-208
312	RPMGXDCRCWWCRY-JTQLQIEISA-N	239	inhibitor			2.3	nM	biochemical	MTH1 enzymatic assay				90	bay-707
