id	inchikey	organism	dose_value	dose_unit	route	dose_raw	source_id
1351	ZZWWXIBKLBMSCS-FQEVSTJZSA-N	Rat	3	mg/kg		3 mg/kg	1515
1352	FQWDVNSBYDXPIO-CQSZACIVSA-N	Mouse	1	mg/kg		1 mg/Kg	1516
1353	FQWDVNSBYDXPIO-CQSZACIVSA-N	Mouse	3	mg/kg		3 mg/Kg	1516
1354	FQWDVNSBYDXPIO-CQSZACIVSA-N	Mouse	3	mg/kg		3 mg/Kg	1516
1355	BASFYRLYJAZPPL-UONOGXRCSA-N	Mouse	5	mg/kg		5 mg/kg	909
1356	FHRKRGDHMCCDEO-LLVKDONJSA-N	Mouse				0.5 (IV), 1.0 (PO) mg/Kg	1517
1357	QRYISIPABXJVOQ-AWEZNQCLSA-N	Rat	2	mg/kg		2 mg/Kg	1518
1358	QRYISIPABXJVOQ-AWEZNQCLSA-N	Rat	10	mg/kg		10 mg/Kg	1518
1359	UEUNDURNLYLSNB-HOTGVXAUSA-N	Mouse	1	mg/kg	IV	1 mg/Kg IV, 3 mg/Kg PO	1519
1360	UEUNDURNLYLSNB-HOTGVXAUSA-N	Mouse	3	mg/kg	PO	1 mg/Kg IV, 3 mg/Kg PO	1519
1361	UEUNDURNLYLSNB-HOTGVXAUSA-N	Rat	1	mg/kg	IV	1 mg/Kg IV, 3 mg/Kg PO	1519
1362	UEUNDURNLYLSNB-HOTGVXAUSA-N	Rat	3	mg/kg	PO	1 mg/Kg IV, 3 mg/Kg PO	1519
1363	UEUNDURNLYLSNB-HOTGVXAUSA-N	Monkey (Cynomolgus)	1	mg/kg	IV	1 mg/Kg IV, 3 mg/Kg PO	1519
1364	UEUNDURNLYLSNB-HOTGVXAUSA-N	Monkey (Cynomolgus)	3	mg/kg	PO	1 mg/Kg IV, 3 mg/Kg PO	1519
1365	AXNQNPVSVCEGTP-LALXJTNGSA-N	Mouse	2	mg/kg		2 mg/Kg	1520
1366	AXNQNPVSVCEGTP-LALXJTNGSA-N	Mouse	4	mg/kg		4 mg/Kg	1520
1367	AXNQNPVSVCEGTP-LALXJTNGSA-N	Mouse	20	mg/kg		20 mg/Kg	1520
1368	PFEKWBKJUBCXDT-KGLIPLIRSA-N	Mouse	1	mg/kg		1 mg/Kg	1521
1369	PFEKWBKJUBCXDT-KGLIPLIRSA-N	Mouse	10	mg/kg		10 mg/Kg	1521
1370	MUYQEHKMQMHJNI-ZDUSSCGKSA-N	Rat	1	mg/kg	IV	1 mg/kg IV, 5 mg/kg PO	1522
1371	MUYQEHKMQMHJNI-ZDUSSCGKSA-N	Rat	5	mg/kg	PO	1 mg/kg IV, 5 mg/kg PO	1522
1372	MUYQEHKMQMHJNI-ZDUSSCGKSA-N	Monkey (Cynomolgus)	0.5	mg/kg		0.5 mg/Kg	1522
1373	MUYQEHKMQMHJNI-ZDUSSCGKSA-N	Dog	0.5	mg/kg	IV	0.5 mg/kg IV, 1.5 mg/kg PO	1522
1374	MUYQEHKMQMHJNI-ZDUSSCGKSA-N	Dog	1.5	mg/kg	PO	0.5 mg/kg IV, 1.5 mg/kg PO	1522
1375	QKVFMAAIXZONRN-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg BID	1523
1376	QKVFMAAIXZONRN-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg BID	1523
1377	QKVFMAAIXZONRN-UHFFFAOYSA-N	Dog	10	mg/kg		10 mg/Kg BID	1523
1378	CEIIEALEIHQDBX-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/kg	1524
1379	FVICRBSEYSHKFY-JYQNNKODSA-N	Mouse	1	mg/kg		1 mg/Kg	1525
1380	FVICRBSEYSHKFY-JYQNNKODSA-N	Mouse	10	mg/kg		10 mg/Kg	1525
1381	FVICRBSEYSHKFY-JYQNNKODSA-N	Rat	1	mg/kg		1 mg/Kg	1525
1382	FVICRBSEYSHKFY-JYQNNKODSA-N	Rat	60	mg/kg		60 mg/Kg	1525
1383	FVICRBSEYSHKFY-JYQNNKODSA-N	Dog	1	mg/kg		1 mg/Kg	1525
1384	FVICRBSEYSHKFY-JYQNNKODSA-N	Dog	8	mg/kg		8 mg/Kg	1525
1385	FVICRBSEYSHKFY-JYQNNKODSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	1525
1386	FVICRBSEYSHKFY-JYQNNKODSA-N	Monkey (Cynomolgus)	2.5	mg/kg		2.5 mg/Kg	1525
1387	BCFGMOOMADDAQU-UHFFFAOYSA-N	Mouse	30	mg/kg		30-100 mg/Kg	1526
1388	LPGBXHWIQNZEJB-UHFFFAOYSA-N	Mouse					929
1389	FMSIRMKLDQFQKI-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	1527
1390	VDLHPYFVCAHCCZ-UHFFFAOYSA-N	Mouse	2	mg/kg		2 mg/Kg	931
1391	VDLHPYFVCAHCCZ-UHFFFAOYSA-N	Mouse	50	mg/kg		50 mg/Kg	931
1392	VDLHPYFVCAHCCZ-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	931
1393	YXYBHRORJSDZTQ-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	1528
1394	LIRYPHYGHXZJBZ-UHFFFAOYSA-N	Mouse	0.1	mg/kg		0.1-1 mg/Kg	933
1395	BUJWDBSVEVFQDP-UHFFFAOYSA-N	Rat	5	mg/kg		5 mg/Kg	1529
1396	ZABZNDRRLTXBHH-UHFFFAOYSA-N	Mouse	1	mg/kg	IV	1 mg/kg IV, 5 mg/kg PO	1530
1397	ZABZNDRRLTXBHH-UHFFFAOYSA-N	Mouse	5	mg/kg	PO	1 mg/kg IV, 5 mg/kg PO	1530
1398	ZABZNDRRLTXBHH-UHFFFAOYSA-N	Rat	1	mg/kg	IV	1 mg/kg IV, 5 mg/kg PO	1530
1399	ZABZNDRRLTXBHH-UHFFFAOYSA-N	Rat	5	mg/kg	PO	1 mg/kg IV, 5 mg/kg PO	1530
1400	ZABZNDRRLTXBHH-UHFFFAOYSA-N	Dog	1	mg/kg	IV	1 mg/kg IV, 5 mg/kg PO	1530
1401	ZABZNDRRLTXBHH-UHFFFAOYSA-N	Dog	5	mg/kg	PO	1 mg/kg IV, 5 mg/kg PO	1530
1402	LIOLIMKSCNQPLV-UHFFFAOYSA-N	Mouse	10	mg/kg		0.03, 0.1, 0.3, 1, 3, or 10 mg/kg, Reviewer suggested: 3, 10, and 30 mg/kg BID	936
1403	LIOLIMKSCNQPLV-UHFFFAOYSA-N	Mouse	30	mg/kg		0.03, 0.1, 0.3, 1, 3, or 10 mg/kg, Reviewer suggested: 3, 10, and 30 mg/kg BID	936
1404	VRQXRVAKPDCRCI-ZNMIVQPWSA-N	Other	100	mg/kg		30 or 100 mg/Kg	937
1405	HPJVZSVEIGCFJP-SFHVURJKSA-N	Rat	80	mg/kg		up to 80 mg/Kg	1531
1406	HPJVZSVEIGCFJP-SFHVURJKSA-N	Mouse	180	mg/kg		2.5, 7, 20, 60, and 180 mg/kg	1531
1407	NYNZQNWKBKUAII-KBXCAEBGSA-N	Mouse	30	mg/kg		30 mg/Kg BID	1532
1408	IBGLGMOPHJQDJB-IHRRRGAJSA-N	Rat	2	mg/kg		2 mg/Kg	1533
1409	IBGLGMOPHJQDJB-IHRRRGAJSA-N	Rat	10	mg/kg		10 mg/Kg	1533
1410	IBGLGMOPHJQDJB-IHRRRGAJSA-N	Dog	1	mg/kg		1 mg/Kg	1533
1411	IBGLGMOPHJQDJB-IHRRRGAJSA-N	Dog	10	mg/kg		10 mg/Kg	1533
1412	IBGLGMOPHJQDJB-IHRRRGAJSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	1533
1413	IBGLGMOPHJQDJB-IHRRRGAJSA-N	Monkey (Cynomolgus)	10	mg/kg		10 mg/Kg	1533
1414	RHGZXPKHVAHQJO-BIIHCSGHSA-N	Rat				8.55 (IV), 20.3 (PO) μmol/kg	1534
1415	RHGZXPKHVAHQJO-BIIHCSGHSA-N	Dog				10.5 (IV), 15.1 (PO) μmol/kg	1534
1416	MWKYMZXCGYXLPL-ZDUSSCGKSA-N	Rat	1	mg/kg		1 mg/Kg	1535
1417	MWKYMZXCGYXLPL-ZDUSSCGKSA-N	Rat	3	mg/kg		3 mg/Kg	1535
1418	MWKYMZXCGYXLPL-ZDUSSCGKSA-N	Rat	30	mg/kg		30 mg/Kg	1535
1419	MWKYMZXCGYXLPL-ZDUSSCGKSA-N	Dog	0.1	mg/kg		0.1 mg/Kg	1535
1420	MWKYMZXCGYXLPL-ZDUSSCGKSA-N	Dog	0.3	mg/kg		0.3 mg/Kg	1535
1421	MWKYMZXCGYXLPL-ZDUSSCGKSA-N	Monkey (Cynomolgus)	0.1	mg/kg		0.1 mg/Kg	1535
1422	MWKYMZXCGYXLPL-ZDUSSCGKSA-N	Monkey (Cynomolgus)	0.3	mg/kg		0.3 mg/Kg	1535
1423	HKTBYUWLRDZAJK-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	943
1424	HKTBYUWLRDZAJK-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/kg	943
1425	HKTBYUWLRDZAJK-UHFFFAOYSA-N	Monkey (Cynomolgus)	3	mg/kg		3mg/kg	943
1426	HKTBYUWLRDZAJK-UHFFFAOYSA-N	Dog	5	mg/kg		5 mg/kg	943
1427	HKTBYUWLRDZAJK-UHFFFAOYSA-N	Mouse	10	mg		10 mg/ Kg	943
1428	PRWSIEBRGXYXAJ-UHFFFAOYSA-N	Mouse	2	mg/kg		2 mg/Kg	1536
1429	PRWSIEBRGXYXAJ-UHFFFAOYSA-N	Mouse	13.4	mg/kg		13.4 mg/Kg	1536
1430	PRWSIEBRGXYXAJ-UHFFFAOYSA-N	Rat	2.2	mg/kg		2.2 mg/Kg	1536
1431	PRWSIEBRGXYXAJ-UHFFFAOYSA-N	Rat	4.3	mg/kg		4.3 mg/Kg	1536
1432	PRWSIEBRGXYXAJ-UHFFFAOYSA-N	Dog	2.9	mg/kg		2.9 mg/Kg	1536
1433	PRWSIEBRGXYXAJ-UHFFFAOYSA-N	Dog	5.2	mg/kg		5.2 mg/Kg	1536
1434	VPJXPDLMACOGIZ-UHFFFAOYSA-N	Mouse	0.2	mg/kg	IV	0.2 mg/Kg IV, 0.5 mg/Kg PO	1537
1435	VPJXPDLMACOGIZ-UHFFFAOYSA-N	Mouse	0.5	mg/kg	PO	0.2 mg/Kg IV, 0.5 mg/Kg PO	1537
1436	VPJXPDLMACOGIZ-UHFFFAOYSA-N	Rat	0.2	mg/kg	IV	0.2 mg/Kg IV, 0.5 mg/Kg PO	1537
1437	VPJXPDLMACOGIZ-UHFFFAOYSA-N	Rat	0.5	mg/kg	PO	0.2 mg/Kg IV, 0.5 mg/Kg PO	1537
1438	VPJXPDLMACOGIZ-UHFFFAOYSA-N	Dog	0.2	mg/kg	IV	0.2 mg/Kg IV, 0.5 mg/Kg PO	1537
1439	VPJXPDLMACOGIZ-UHFFFAOYSA-N	Dog	0.5	mg/kg	PO	0.2 mg/Kg IV, 0.5 mg/Kg PO	1537
1440	BWINBHTTZLVXGT-NVXWUHKLSA-N	Mouse	1	mg/kg	IV	1 mpk IV and 10 mpk PO	1538
1441	BWINBHTTZLVXGT-NVXWUHKLSA-N	Mouse	10	mg/kg	PO	1 mpk IV and 10 mpk PO	1538
1442	BWINBHTTZLVXGT-NVXWUHKLSA-N	Rat	1	mg/kg	IV	1 mpk IV and 10 mpk PO	1538
1443	BWINBHTTZLVXGT-NVXWUHKLSA-N	Rat	10	mg/kg	PO	1 mpk IV and 10 mpk PO	1538
1444	XISVSTPEXYIKJL-UHFFFAOYSA-N	Rat	2	mg/kg		2 mg/Kg	1539
1445	XISVSTPEXYIKJL-UHFFFAOYSA-N	Rat	5	mg/kg		5 mg/Kg	1539
1446	XISVSTPEXYIKJL-UHFFFAOYSA-N	Dog	1	mg/kg		1 mg/Kg	1539
1447	XISVSTPEXYIKJL-UHFFFAOYSA-N	Dog	2	mg/kg		2 mg/Kg	1539
1448	QVOGVAVHOLLLAZ-UHFFFAOYSA-N	Mouse	0.5	mg/kg		0.5 mg/Kg (d)	950
1449	OYKPWSZSBLRRPL-HOYKHHGWSA-N	Rat	1	mg/kg		1-30 mg/Kg	1540
1450	OYKPWSZSBLRRPL-HOYKHHGWSA-N	Dog	1	mg/kg		1-30 mg/Kg	1540
